CreditScore,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,engagement_score,login_frequency,purchase_count,support_tickets,previous_campaign_response,treatment,outcome,Geography_Germany,Geography_Spain
428,0,40,3,129248.11,2,1,0,72876.43,71,5,17,1,1,1,1,1,0
768,0,28,3,109118.05,2,0,1,50911.41,69,8,11,3,0,0,1,0,0
618,1,56,7,0.0,1,1,1,142400.27,23,9,0,6,0,1,1,0,0
591,0,31,7,0.0,2,0,1,48778.46,98,7,14,1,1,0,0,0,0
658,0,35,5,126397.66,1,0,0,156361.58,93,9,2,1,0,0,1,0,0
625,1,36,9,108546.16,3,1,0,133807.77,11,11,5,6,0,0,0,0,0
717,1,36,2,148061.89,1,1,0,179128.69,79,3,13,2,1,0,1,0,0
667,1,44,8,122277.87,1,1,1,91810.71,26,13,5,5,1,1,1,0,0
804,1,24,3,0.0,2,1,0,173195.33,98,5,0,1,0,1,1,0,0
693,1,31,1,0.0,2,0,1,182270.88,37,10,19,3,1,0,1,0,0
729,1,36,8,152899.24,2,1,0,177130.33,75,8,5,3,1,0,1,1,0
484,1,54,3,134388.11,1,0,0,49954.79,44,12,7,4,1,1,1,1,0
632,0,40,3,109740.62,1,1,0,141896.74,14,1,14,6,1,0,1,0,1
536,1,23,6,92366.72,2,1,0,120661.71,74,8,13,2,1,1,0,1,0
573,0,26,4,129109.02,1,0,0,149814.68,49,7,15,4,0,1,1,0,0
655,0,56,5,0.0,2,1,1,41782.7,85,1,19,2,0,1,1,0,1
666,1,74,7,105102.5,1,1,1,46172.47,65,13,15,1,1,0,0,1,0
726,1,30,5,111375.32,2,1,0,2704.09,45,13,18,4,1,1,1,1,0
523,1,39,3,0.0,2,1,0,6726.53,54,10,0,1,0,0,0,0,0
728,0,33,9,150412.14,2,1,0,170764.08,32,12,3,6,0,0,1,1,0
701,1,30,3,156660.72,2,1,0,45742.42,56,10,9,2,0,1,1,0,0
518,1,38,3,90957.81,1,0,1,162304.59,40,12,19,3,0,1,1,0,0
739,1,37,7,104960.46,1,0,1,80883.82,20,6,17,4,0,0,1,0,0
531,0,31,7,117052.82,1,1,0,118508.09,19,1,1,4,1,1,1,1,0
452,1,44,3,88915.85,1,1,0,69697.74,76,2,3,4,1,1,1,0,1
684,1,45,6,148071.39,1,1,0,183575.01,23,5,14,4,1,1,1,0,0
728,1,39,6,152182.83,1,0,0,161203.6,89,2,3,2,1,1,1,1,0
783,1,39,9,0.0,2,1,0,143752.77,83,14,15,1,0,1,1,0,1
734,1,22,5,130056.23,1,0,0,121894.31,19,10,14,4,0,1,1,0,0
648,1,34,3,95039.73,2,1,1,147055.87,85,1,17,1,0,1,1,1,0
688,1,52,1,0.0,2,1,1,172033.57,10,6,6,5,1,1,0,0,0
680,1,35,9,0.0,2,0,0,143774.06,14,8,14,5,0,0,1,0,1
516,0,43,2,112773.73,2,1,1,139366.58,29,8,10,3,1,1,1,0,0
680,0,37,10,123806.28,1,1,0,81776.84,17,13,18,5,0,1,0,0,0
604,1,53,8,144453.75,1,1,0,190998.96,52,13,7,2,1,0,0,0,0
624,1,27,9,94667.29,2,0,1,4470.52,85,8,0,3,1,1,1,1,0
623,1,21,10,0.0,2,0,1,135851.3,10,11,2,4,0,1,1,0,0
624,1,51,5,174397.21,2,1,1,172372.63,66,6,4,2,0,1,1,0,1
565,0,58,3,108888.24,3,0,1,135875.51,73,11,17,0,0,0,0,1,0
565,1,55,4,118803.35,2,1,1,128124.7,93,3,11,1,1,1,0,0,0
710,1,54,6,171137.62,1,1,1,167023.95,37,1,11,5,0,0,1,0,0
645,1,42,6,0.0,1,0,0,149807.01,46,2,18,4,0,0,1,0,0
707,1,33,8,136678.52,1,1,0,54290.62,56,5,8,4,0,0,1,0,0
655,0,36,1,135515.76,1,1,0,86013.96,85,13,10,2,0,0,1,0,1
705,0,24,5,177799.83,2,0,0,79886.06,46,10,16,1,0,0,1,0,1
358,0,52,8,143542.36,3,1,0,141959.11,58,5,15,3,1,0,0,0,1
578,1,34,8,147487.23,2,1,0,66680.77,53,10,3,4,1,1,1,1,0
800,0,40,5,97764.41,1,1,0,98640.15,65,14,9,4,0,0,0,0,0
612,0,33,9,0.0,1,0,0,142797.5,37,1,14,4,0,1,1,0,0
681,0,48,8,139480.18,1,1,1,163581.67,88,1,18,1,1,1,0,1,0
559,1,25,5,0.0,2,1,1,163221.22,15,9,2,4,1,0,1,0,1
488,0,39,9,140553.46,1,0,0,12440.44,70,2,4,2,0,0,0,0,1
717,0,36,5,0.0,2,1,1,145551.6,29,7,10,4,1,1,1,0,0
666,0,41,10,141162.08,1,1,0,50908.48,87,10,4,2,1,0,1,0,0
582,1,26,4,65848.36,2,1,0,30149.21,11,4,6,4,0,0,0,0,1
733,0,30,0,83319.28,1,0,0,57769.2,82,7,5,3,1,1,0,0,1
693,1,41,4,0.0,2,0,0,156381.47,46,8,12,3,1,0,0,0,0
694,0,33,4,129731.64,2,1,0,178123.86,29,5,1,4,1,1,1,0,0
622,0,35,5,0.0,2,1,0,51112.8,35,13,18,4,0,1,1,0,0
598,0,38,6,0.0,2,0,0,173783.38,38,12,10,4,1,1,1,0,1
717,1,35,1,0.0,3,0,0,174770.14,10,12,19,4,0,0,0,0,1
494,1,37,5,107106.33,2,1,0,172063.09,44,1,4,4,0,0,1,1,0
644,1,33,8,0.0,2,1,1,155294.17,79,4,8,3,1,1,1,0,0
554,0,30,9,0.0,2,1,1,40320.3,68,10,5,2,1,1,1,0,0
476,0,69,1,105303.73,1,0,1,134260.34,78,3,16,1,1,1,1,0,1
667,1,28,6,165798.1,1,1,0,147090.9,42,10,18,3,1,1,1,0,0
748,0,40,4,0.0,2,1,0,132368.47,60,12,7,3,0,1,0,0,1
531,0,45,1,126495.57,2,1,1,164741.5,87,5,6,2,1,1,1,0,1
719,0,47,9,116393.59,1,1,0,63051.32,21,10,4,6,0,0,1,0,1
845,0,41,2,81733.74,2,0,0,199761.29,29,13,14,3,0,1,0,1,0
738,1,54,4,0.0,1,0,1,55725.04,62,10,9,3,0,0,0,0,0
563,0,46,8,106171.68,1,1,0,163145.5,97,13,15,2,1,0,1,0,1
695,1,28,0,96020.86,1,1,1,57992.49,52,6,8,3,0,1,1,0,1
841,1,41,1,0.0,2,0,1,193093.77,98,2,6,1,1,1,1,0,1
626,1,36,2,181671.16,2,1,1,57531.14,59,7,10,2,0,0,0,1,0
613,0,29,6,185709.28,2,1,1,77242.19,38,13,8,2,0,1,1,0,0
824,1,60,8,134250.17,3,0,0,153046.16,66,3,16,3,1,0,1,1,0
705,0,49,7,0.0,1,1,0,63405.2,48,1,8,4,0,0,1,0,0
584,0,44,5,95671.75,2,1,1,106564.88,65,10,2,2,1,1,1,0,0
534,1,62,2,0.0,2,0,0,42763.12,52,3,7,4,1,0,0,0,0
672,0,34,1,142151.75,2,1,1,168753.34,59,9,18,2,1,1,1,0,0
603,1,43,5,127823.93,1,1,1,19483.35,32,10,19,4,1,0,1,0,0
633,1,43,3,144164.29,1,1,1,158646.46,53,11,15,1,0,1,0,1,0
842,1,58,1,63492.94,1,1,1,83172.19,47,11,6,5,1,1,0,0,0
661,0,27,3,0.0,2,1,1,76889.79,93,6,6,1,0,1,1,0,0
601,1,74,2,0.0,2,0,1,51554.58,32,11,19,3,0,1,0,0,0
632,1,41,0,106134.46,1,0,1,105570.39,54,6,12,3,1,1,1,0,0
684,1,29,8,127269.75,1,0,1,79495.01,61,4,2,2,1,0,1,1,0
785,0,32,3,124493.03,2,0,1,52583.79,89,8,11,0,1,0,0,1,0
687,1,39,7,0.0,2,1,0,26848.25,59,5,7,3,0,1,1,0,0
705,0,43,10,146547.78,1,0,1,10072.55,17,7,12,4,0,0,1,1,0
639,1,43,6,99610.92,2,1,0,187296.78,94,9,19,2,1,1,1,0,0
729,1,46,5,117837.43,1,1,0,104016.61,10,13,15,5,1,0,1,1,0
556,0,48,8,168522.37,1,1,1,151310.16,17,13,6,4,0,0,1,0,1
570,1,32,9,117337.54,2,0,1,62810.91,38,14,3,2,0,1,1,0,0
841,1,74,9,108131.53,1,0,1,60830.38,14,5,11,4,0,0,1,0,0
705,1,35,4,136496.12,2,1,0,116672.02,95,11,16,2,0,0,1,1,0
553,1,32,3,116324.53,1,1,0,77304.49,56,14,0,3,0,0,0,0,0
779,0,40,2,75470.23,1,1,1,52894.01,43,5,16,4,0,1,1,1,0
696,1,28,4,172646.82,1,1,1,116471.43,74,14,1,2,0,1,1,0,0
728,0,37,4,0.0,1,0,0,4539.38,64,4,5,3,0,0,1,0,1
691,1,27,3,160358.68,2,1,0,142367.72,99,6,11,2,0,1,1,1,0
706,1,30,3,98415.37,1,1,1,110520.48,52,2,10,3,1,1,1,0,0
627,0,30,6,57809.32,1,1,0,188258.49,83,3,10,3,1,1,1,1,0
716,0,18,3,128743.8,1,0,0,197322.13,39,1,17,6,0,0,1,1,0
501,1,24,4,130806.42,2,1,0,80241.14,91,2,7,3,1,0,1,1,0
601,1,41,1,123971.16,1,0,1,172814.99,26,2,6,2,0,1,1,0,0
545,0,39,6,0.0,1,0,0,38410.74,35,8,13,3,0,0,1,0,1
634,1,45,9,0.0,2,0,0,17622.82,17,8,15,5,1,0,1,0,0
451,0,23,9,0.0,2,0,1,48021.71,56,2,11,2,1,0,1,0,1
655,0,59,7,0.0,1,1,0,88958.49,85,13,8,2,1,0,1,0,0
458,0,39,9,0.0,2,1,0,116343.09,81,14,19,3,1,1,0,0,0
520,1,33,4,156297.58,2,1,1,166102.61,98,6,15,1,0,0,1,0,0
624,0,28,2,0.0,2,0,1,104353.26,55,5,18,4,1,0,1,0,1
765,1,51,3,123372.3,1,1,1,115429.32,77,3,15,3,0,0,1,0,0
667,0,37,5,92171.35,3,1,0,178106.34,42,5,8,2,1,0,1,1,0
665,1,41,8,0.0,2,1,0,132152.32,10,5,12,4,0,0,0,0,1
709,1,34,4,148375.19,2,1,1,21521.38,28,5,4,5,1,1,1,1,0
583,0,44,8,0.0,2,1,1,27431.62,40,3,18,4,0,0,0,0,0
782,1,34,6,147422.44,1,0,1,42143.61,89,3,9,2,1,0,1,0,1
668,0,24,7,173962.32,1,0,0,106457.11,23,4,6,5,1,0,0,0,1
621,1,47,0,0.0,1,1,1,133831.37,62,7,8,2,0,0,0,0,0
579,0,64,6,145215.43,1,1,1,164083.72,57,12,13,3,0,1,0,1,0
547,0,38,5,167539.97,1,0,1,159207.34,78,12,14,2,1,1,0,0,0
840,0,39,1,94968.97,1,1,0,84487.62,99,12,12,3,1,1,1,0,0
667,0,27,3,106116.5,2,1,0,3674.71,71,14,9,2,0,0,1,1,0
723,1,34,5,0.0,2,0,1,12092.03,75,2,13,2,0,0,0,0,0
487,1,45,2,0.0,2,1,0,77475.73,73,10,11,3,1,0,1,0,0
668,0,31,9,0.0,2,0,0,41291.73,79,4,18,3,1,1,0,0,0
520,1,34,8,120018.86,2,1,1,343.38,72,4,5,3,1,1,1,1,0
549,1,37,2,112541.54,2,0,0,47432.43,82,1,11,3,1,1,1,0,0
567,0,35,5,166118.45,2,1,0,127827.18,42,10,12,3,1,0,0,0,0
720,0,45,1,102882.4,2,1,1,35633.15,50,8,7,2,1,0,1,0,0
492,0,49,8,0.0,1,1,1,182865.09,98,1,15,0,1,1,0,0,0
712,0,37,1,106881.5,2,0,0,169386.81,57,8,1,2,0,1,1,0,0
689,1,26,4,120727.97,1,0,1,149073.88,22,7,6,2,1,0,0,1,0
850,1,63,8,169832.57,1,0,0,184107.26,82,9,11,3,1,0,1,0,0
747,1,41,5,0.0,2,1,1,22750.17,86,8,6,0,1,1,1,0,0
469,1,38,9,113599.42,1,0,0,11950.29,40,5,18,6,1,0,0,1,0
539,1,38,6,0.0,1,1,1,152880.07,84,8,13,1,1,1,1,0,1
743,1,32,9,0.0,2,1,0,175252.78,77,14,8,2,1,1,1,0,0
707,1,47,3,0.0,2,1,0,174303.29,13,11,17,3,0,0,1,0,0
581,0,50,4,0.0,2,1,1,80701.72,28,10,10,4,1,0,1,0,1
737,1,38,6,146282.79,2,1,0,198516.2,79,12,15,2,0,1,0,0,1
445,0,38,6,119413.62,2,1,0,175756.36,91,12,18,2,1,0,1,1,0
703,0,29,3,122084.63,1,0,1,82824.08,22,3,10,3,1,0,0,1,0
588,0,35,1,103060.63,1,1,0,179866.01,32,10,17,5,0,0,0,1,0
765,1,44,6,0.0,2,1,1,159899.97,92,7,10,0,1,0,0,0,0
626,1,33,8,0.0,2,1,0,138504.28,84,12,3,2,1,1,1,0,0
545,1,37,9,110483.86,1,1,1,127394.67,10,4,17,5,1,1,1,1,0
744,1,31,9,120718.28,1,1,1,58961.49,97,5,18,3,1,0,1,0,0
658,0,31,2,36566.96,1,1,0,103644.98,63,9,12,4,1,1,1,0,1
629,1,28,8,108601.0,1,1,1,119647.7,80,7,3,2,0,1,1,1,0
719,0,42,4,0.0,1,1,0,28465.86,98,4,9,2,1,0,1,0,0
686,0,36,5,0.0,2,1,1,152979.14,94,6,4,2,0,0,1,0,1
743,1,36,4,0.0,2,1,1,190911.02,24,10,2,5,1,1,1,0,0
626,0,48,2,0.0,2,1,1,95794.98,74,14,15,1,1,0,1,0,1
661,1,44,1,141136.62,1,1,0,189742.78,85,11,7,3,0,0,1,1,0
710,1,45,9,108231.37,1,1,1,188574.08,80,7,6,1,1,0,1,1,0
654,1,40,6,0.0,1,0,0,183872.88,24,13,18,5,0,0,1,0,0
569,0,34,6,144855.34,1,0,0,196555.32,30,10,13,5,1,1,0,0,1
640,1,63,2,68432.45,2,1,1,112503.24,28,13,14,3,1,0,0,0,0
562,1,45,6,136855.24,1,1,0,46864.0,69,9,16,1,1,1,1,0,0
721,0,55,3,44020.89,1,1,0,65864.4,98,4,0,1,1,0,0,0,0
456,1,32,9,133060.63,1,1,1,125167.92,42,10,5,1,0,1,1,1,0
811,1,39,7,0.0,2,1,1,177519.39,58,3,14,3,1,0,1,0,1
534,1,24,1,0.0,1,1,1,169653.32,44,8,11,2,1,1,1,0,0
423,0,36,5,97665.61,1,1,0,118372.55,53,1,19,6,1,0,1,0,0
594,1,28,5,185013.02,1,1,0,16481.12,99,9,1,3,1,0,1,1,0
725,0,32,0,0.0,2,1,1,138525.19,20,13,4,4,0,0,0,0,1
716,0,52,7,65971.61,2,1,0,14608.0,81,1,8,4,1,1,1,0,0
595,0,41,9,150463.11,2,0,1,81548.38,87,2,19,2,0,0,1,1,0
679,0,33,1,0.0,2,0,0,69608.48,83,13,13,1,1,1,1,0,0
667,1,39,9,0.0,2,1,0,68873.8,75,8,17,2,1,0,1,0,1
661,0,37,5,136425.18,1,1,0,81102.81,55,9,7,4,0,1,1,0,0
655,1,38,3,250898.09,3,0,1,81054.0,18,7,1,3,0,0,1,0,1
555,1,55,4,146798.81,1,1,1,74149.77,12,3,8,5,0,0,0,0,0
531,1,70,1,0.0,2,0,0,99503.19,94,7,6,2,0,0,0,0,1
611,0,40,7,128486.91,2,1,0,10109.47,35,6,17,4,1,0,1,1,0
600,0,38,9,0.0,2,1,1,58855.85,81,2,15,2,1,1,1,0,0
531,1,37,1,143407.29,2,0,1,84402.46,57,3,4,4,0,0,0,0,1
601,0,43,2,0.0,1,1,0,49713.87,75,11,14,3,1,1,0,0,0
548,1,57,6,76165.65,1,1,1,133537.53,79,13,4,2,0,0,0,0,0
759,1,40,4,0.0,2,1,0,124615.59,37,12,10,4,0,1,1,0,0
678,0,49,8,0.0,2,0,1,98090.69,35,13,13,4,0,1,1,0,1
755,0,33,6,90560.3,2,1,1,42607.69,34,10,18,2,0,1,1,1,0
594,1,61,3,62391.22,1,1,1,192434.11,21,10,2,6,0,0,1,0,0
768,1,42,5,0.0,3,0,0,60686.4,14,13,9,5,1,1,1,0,0
492,0,31,7,0.0,2,1,1,49463.44,57,12,5,2,0,0,1,0,0
637,0,55,1,123378.2,1,1,0,81431.99,46,5,2,4,1,0,0,1,0
646,0,42,3,99836.47,1,0,1,22909.56,88,10,1,2,0,1,1,0,1
593,1,74,5,161434.36,2,1,1,65532.17,53,4,12,2,0,0,0,1,0
596,1,41,5,0.0,2,0,1,141053.85,24,2,17,4,0,1,1,0,1
722,0,48,10,138311.76,1,1,1,3472.63,52,4,1,3,0,1,0,1,0
642,1,25,7,0.0,2,1,0,102083.78,57,12,14,3,0,1,0,0,0
472,0,28,4,0.0,2,1,0,1801.77,96,8,4,3,1,0,1,0,1
738,1,35,6,101744.84,1,0,0,85185.44,79,5,14,2,0,1,1,1,0
732,1,33,8,0.0,1,1,0,119882.7,55,5,16,3,1,0,1,0,1
404,0,54,4,125456.07,1,1,0,83715.66,52,13,1,3,0,0,0,1,0
701,1,44,7,0.0,2,1,0,23425.78,30,12,17,3,0,1,1,0,0
683,1,31,2,0.0,2,0,1,77326.78,32,12,14,4,0,1,1,0,0
460,0,27,7,0.0,2,1,0,156150.08,89,10,19,1,1,1,1,0,0
690,1,29,5,0.0,2,1,0,108577.97,56,3,2,3,0,0,1,0,0
618,0,54,4,118449.21,1,1,1,133573.29,24,13,4,4,1,1,0,1,0
671,1,30,2,0.0,1,0,1,102057.86,34,8,10,4,0,1,1,0,0
765,0,32,9,178095.55,1,0,0,47247.56,45,6,8,4,1,0,0,0,1
651,0,25,2,109175.14,2,1,0,114566.47,84,2,4,2,0,0,1,1,0
704,1,32,7,127785.17,4,0,0,184464.7,60,2,0,4,1,0,1,0,0
544,0,45,6,0.0,2,0,1,151401.33,24,9,13,7,0,0,0,0,0
790,0,40,9,0.0,2,1,1,70607.1,77,13,4,3,1,0,1,0,0
710,1,34,9,134260.36,2,1,0,147074.67,30,7,7,4,1,1,1,1,0
743,1,37,8,69143.91,2,0,1,105780.18,22,10,13,5,0,0,1,0,0
702,1,34,4,100054.77,1,1,0,109496.45,95,9,15,1,0,1,1,0,0
704,0,45,6,0.0,1,1,1,137739.45,28,14,5,3,0,1,1,0,0
614,1,38,2,116248.88,1,1,0,105140.92,43,6,7,4,0,0,1,0,0
609,0,43,6,86053.52,2,1,1,113276.46,87,5,1,2,1,0,1,0,1
688,0,32,6,123157.95,1,1,0,172531.23,77,12,18,3,1,1,1,0,0
713,1,44,1,63438.91,1,1,0,64375.4,61,1,8,2,1,1,1,0,0
736,1,57,9,95295.39,1,1,0,28434.44,36,12,4,3,1,1,1,1,0
727,1,18,4,133550.67,1,1,1,46941.41,38,6,4,4,1,0,1,0,0
850,0,38,1,106871.81,2,1,0,29333.01,37,6,18,4,0,1,1,0,0
718,1,45,3,105266.32,2,1,1,193724.51,44,3,3,4,1,1,1,0,1
643,0,51,2,105229.53,1,1,0,34967.75,17,3,15,5,1,0,0,0,0
653,1,41,8,102768.42,1,1,0,55663.85,25,3,15,4,0,0,1,0,0
674,1,18,7,0.0,2,1,1,55753.12,45,3,15,2,1,1,1,0,0
690,1,35,6,112689.95,1,1,0,176962.31,39,7,6,5,1,0,0,0,0
819,1,38,9,122334.26,2,1,1,181507.44,27,10,17,4,1,1,1,0,0
634,1,34,1,0.0,2,1,0,61995.57,11,11,0,3,0,1,0,0,1
633,1,33,4,137847.41,2,1,0,98349.13,58,2,2,4,1,1,0,0,1
850,1,49,5,122486.47,1,0,1,59748.19,86,10,7,1,0,1,1,0,0
665,1,33,2,101286.11,1,1,1,159840.51,13,13,0,5,0,0,1,0,0
630,1,26,7,0.0,2,1,1,6656.64,99,10,6,1,1,1,1,0,1
836,1,57,4,101247.06,1,1,0,37141.62,98,2,6,1,1,0,0,0,1
668,1,38,10,86977.96,1,0,1,37094.75,84,3,7,3,0,1,0,0,0
753,1,57,7,0.0,1,1,0,159475.08,16,10,18,6,0,1,1,0,0
745,0,55,9,110123.59,1,0,1,51548.14,83,12,16,1,1,0,1,0,0
693,1,36,8,178111.82,1,0,0,58719.63,48,7,10,4,1,0,1,0,0
606,1,65,10,126306.64,3,0,0,7861.68,22,3,14,4,1,1,0,1,0
660,0,35,6,100768.77,1,1,0,19199.61,40,7,8,2,1,0,1,0,0
608,1,42,5,0.0,2,1,0,178504.29,80,9,16,4,0,0,1,0,0
744,0,44,3,0.0,2,1,1,189016.14,72,11,10,1,1,1,1,0,0
731,0,40,7,118991.79,1,1,1,156048.64,65,10,5,4,1,1,1,0,0
683,1,72,3,140997.26,1,0,1,52876.41,51,12,8,4,0,0,0,0,0
727,1,28,5,0.0,2,0,1,19653.08,70,11,17,2,1,1,1,0,0
561,1,32,6,166824.59,1,1,0,139451.98,51,4,19,3,0,0,1,1,0
700,0,34,2,76322.69,1,1,0,128136.29,65,7,1,4,0,1,1,0,0
605,1,35,6,0.0,2,1,1,45206.57,45,9,3,2,1,0,1,0,0
767,1,77,8,149083.7,1,1,1,190146.83,93,14,17,3,1,0,1,0,1
511,1,33,7,0.0,2,0,1,158313.87,77,8,0,2,1,0,1,0,0
667,1,40,9,0.0,1,1,1,96670.2,16,8,10,6,0,1,0,0,0
787,1,33,1,126588.81,2,0,1,62163.53,63,9,2,2,0,1,1,0,0
705,0,56,2,143249.67,1,1,0,88428.41,10,14,7,5,1,0,0,1,0
773,1,43,8,81844.91,2,1,1,35908.46,53,5,4,3,0,0,1,1,0
554,1,40,4,0.0,1,0,1,168780.04,54,14,19,3,0,1,0,0,0
526,1,58,9,190298.89,2,1,1,191263.76,56,5,4,5,1,0,1,1,0
661,1,35,2,117212.18,1,1,1,83052.03,22,3,10,4,1,0,1,1,0
698,0,46,0,0.0,2,1,1,125962.02,31,5,11,4,0,1,1,0,0
646,1,26,4,139848.17,1,1,0,164696.27,30,8,8,4,1,1,0,0,0
757,0,34,9,101861.36,2,0,0,187011.96,95,12,12,0,0,0,1,1,0
699,1,35,2,167455.66,2,1,1,55324.49,18,5,19,4,0,1,1,0,1
667,0,24,4,0.0,2,0,1,34335.55,35,4,2,3,1,1,1,0,0
774,0,43,1,116360.07,1,1,0,17004.14,18,8,12,7,0,1,1,0,1
745,1,40,3,88466.82,1,0,0,116331.42,24,7,10,5,1,1,1,0,1
649,0,42,7,0.0,2,0,1,22974.01,19,14,10,5,0,1,1,0,0
634,0,46,5,123642.36,1,1,1,49725.16,97,14,19,0,1,1,1,1,0
665,1,38,9,0.0,1,0,1,87412.74,51,6,6,3,0,1,0,0,1
713,1,38,9,72286.84,2,1,1,26136.89,81,5,16,3,0,1,1,0,0
652,0,40,1,0.0,2,1,0,126554.96,33,14,15,7,1,1,0,0,0
739,1,40,1,109681.61,1,1,1,193321.3,89,5,13,1,1,0,1,0,1
556,1,37,9,145018.64,2,1,0,90928.02,58,13,0,1,1,0,0,1,0
699,1,34,8,0.0,1,1,1,76510.46,35,10,10,3,0,1,0,0,1
708,0,32,8,187487.63,1,1,1,120115.5,46,2,12,2,1,1,1,0,1
480,1,35,2,165692.91,1,1,1,197984.58,77,13,0,1,0,1,0,0,0
700,0,59,5,137648.41,1,1,0,142977.05,59,4,1,4,0,0,0,1,0
525,0,47,6,118560.0,1,1,0,82522.61,33,8,8,5,1,0,0,0,1
845,1,33,8,164385.53,1,1,0,150664.97,28,8,12,3,0,0,1,0,0
613,1,37,9,108286.5,1,1,1,114153.44,69,11,4,4,1,1,1,0,0
850,0,34,2,0.0,2,1,1,171706.66,48,1,8,5,0,0,0,0,0
798,0,58,9,0.0,2,0,0,119071.56,83,2,12,0,1,1,1,0,1
773,1,47,2,118079.47,4,1,1,143007.49,98,5,4,2,1,1,1,1,0
614,1,35,2,127283.78,1,1,1,31302.35,27,9,14,4,1,1,1,0,1
473,1,48,8,0.0,2,1,0,71139.8,28,10,6,3,0,1,1,0,1
762,1,29,6,141389.06,1,1,0,54122.89,45,11,13,2,1,1,1,0,0
701,1,37,8,130091.5,1,1,1,120031.29,83,12,15,1,1,1,1,0,0
600,1,35,4,143744.77,2,1,0,104076.51,64,13,5,2,1,0,0,0,0
850,1,28,9,97408.03,1,1,1,175853.64,78,11,1,2,1,1,1,0,1
613,1,30,9,111927.45,1,1,1,175795.87,56,7,15,5,1,0,1,0,1
509,1,31,3,0.0,2,1,0,15360.91,58,10,18,3,0,0,0,0,0
509,1,38,2,0.0,1,0,0,168460.12,42,5,4,2,1,1,0,0,1
609,1,34,1,0.0,1,1,1,181177.9,30,1,3,3,0,0,1,0,0
456,0,33,1,188285.68,1,0,0,58363.94,90,6,13,3,1,1,1,0,0
728,0,46,2,109705.52,1,1,0,20276.87,31,12,5,4,0,0,0,0,0
663,1,33,9,0.0,2,0,0,91514.62,57,8,7,4,1,1,1,0,1
673,0,34,1,127122.79,3,0,1,76703.1,46,7,2,3,0,1,1,1,0
717,1,40,0,98241.04,1,1,0,110887.14,24,2,3,5,1,1,1,0,0
741,0,37,8,170840.08,2,0,0,109843.16,44,12,0,5,1,0,1,1,0
498,0,41,4,87541.06,2,1,1,12577.21,80,5,1,1,1,0,0,1,0
850,0,26,4,62610.96,2,0,1,179365.1,41,14,12,2,1,1,1,0,0
493,1,36,9,0.0,2,1,1,65816.53,20,11,8,3,1,1,1,0,0
686,0,47,5,113328.93,1,1,0,124170.9,19,4,11,5,0,0,1,0,0
666,1,35,2,104832.49,1,1,0,175015.12,82,9,9,2,0,1,1,0,1
733,0,31,9,102289.85,1,1,1,115441.66,87,10,9,2,1,0,1,0,1
631,0,34,6,125227.82,2,0,1,128247.03,86,1,17,1,1,0,1,1,0
714,0,49,5,140510.89,1,1,0,141914.94,66,12,11,3,0,1,1,1,0
767,0,35,6,132253.22,1,1,0,115566.57,34,6,15,4,0,0,0,1,0
711,1,43,2,39043.29,2,1,1,175423.69,11,3,5,6,1,0,1,1,0
722,1,34,8,0.0,2,1,1,133447.49,73,11,9,1,1,1,0,0,0
631,1,55,9,99685.06,1,1,0,114474.98,44,9,14,3,1,1,1,0,1
701,1,38,3,125385.49,2,0,1,52044.66,16,5,8,4,1,1,1,1,0
790,1,46,2,131365.37,2,1,1,180290.68,94,13,1,3,1,0,1,0,1
633,1,58,6,98308.51,1,1,1,132034.13,27,6,17,3,0,1,1,0,1
644,0,37,8,0.0,2,1,0,20968.88,76,11,11,2,0,1,0,0,0
757,1,44,5,140856.16,2,1,0,158735.1,51,9,2,3,1,1,1,0,1
696,0,30,8,0.0,2,1,1,196134.44,48,9,6,3,0,0,1,0,0
746,1,35,2,172274.01,1,1,0,22374.97,50,8,8,1,1,0,0,0,0
649,1,36,8,0.0,2,1,0,161668.15,84,9,7,1,1,1,1,0,1
565,1,38,0,122447.76,1,0,0,67339.34,33,4,5,5,1,0,0,0,1
720,0,38,10,0.0,2,1,1,56229.72,69,6,0,2,1,0,1,0,0
648,0,56,6,157559.59,2,1,0,140991.23,55,5,13,3,0,0,1,0,1
632,1,41,3,126550.7,1,0,0,177644.52,28,5,15,4,1,0,1,1,0
622,0,30,2,158584.82,3,1,0,142342.55,77,4,15,2,0,0,1,0,0
835,1,28,2,163569.61,2,1,1,154559.28,99,2,3,2,0,1,1,0,0
493,0,31,3,0.0,1,1,1,176570.28,51,12,5,1,1,1,0,0,0
785,0,33,6,127211.45,1,0,0,191961.83,41,6,14,3,0,0,0,1,0
681,1,42,3,118199.97,2,1,0,9452.88,48,9,7,3,0,1,0,1,0
621,0,30,2,101014.08,2,1,1,165257.31,45,12,0,4,0,1,0,1,0
756,1,38,6,119208.85,1,1,0,169763.89,45,1,12,4,1,0,1,0,1
515,0,66,6,0.0,2,1,1,160663.11,12,14,17,6,1,1,1,0,0
625,0,58,10,53772.73,1,1,1,192072.1,82,7,17,3,0,0,0,0,0
717,0,39,6,0.0,2,1,0,93275.61,17,6,12,4,1,0,0,0,1
595,0,41,2,138878.81,1,0,1,112269.67,79,3,13,2,1,1,1,1,0
539,0,37,1,130922.81,2,0,0,2186.83,50,1,10,5,0,1,1,0,1
762,1,35,9,0.0,2,1,1,43075.7,77,13,6,3,1,0,1,0,0
